instrument,t_signal,t_start,t_end,side,ret,label,uniqueness_weight,sigma
cl1s,2021-06-15,2021-06-16,2021-06-30,1,0.020905726707912464,1,0.11388888888888889,0.021569959002070736
cl1s,2021-06-16,2021-06-17,2021-07-01,1,0.060973612669252386,1,0.1128787878787879,0.02135911648087385
cl1s,2021-06-17,2021-06-18,2021-07-02,1,0.052863109123022056,1,0.1118686868686869,0.02132441510718362
cl1s,2021-06-18,2021-06-21,2021-07-06,1,0.0034132055964803953,1,0.11085858585858589,0.021120954608064863
cl1s,2021-06-21,2021-06-22,2021-07-07,1,-0.008962487170059319,0,0.10984848484848486,0.02114504824908853
cl1s,2021-06-22,2021-06-23,2021-07-08,1,-0.001917545890783412,0,0.10883838383838383,0.02095805561813726
cl1s,2021-06-24,2021-06-25,2021-07-12,1,0.0006749914037267324,1,0.10472910927456382,0.020543072017401187
cl1s,2021-06-25,2021-06-28,2021-07-13,1,0.03159009943943447,1,0.10162993572084479,0.020361944426632913
cl1s,2021-06-28,2021-06-29,2021-07-14,1,0.002053248665551788,1,0.09853076216712581,0.02033192153479309
cl1s,2021-06-29,2021-06-30,2021-07-15,1,-0.022136496879498146,0,0.09669421487603307,0.020131618323268544
cl1s,2021-06-30,2021-07-01,2021-07-16,1,-0.04329088385035229,0,0.09586776859504133,0.019938180611959705
cl1s,2021-07-01,2021-07-02,2021-07-19,1,-0.11795246844434315,0,0.09504132231404959,0.019950387881828905
cl1s,2021-07-02,2021-07-06,2021-07-19,1,-0.09384842684352357,0,0.09454545454545456,0.019761324089806475
cl1s,2021-07-06,2021-07-07,2021-07-19,1,-0.07777333972631029,0,0.09393939393939395,0.019938696800789454
cl1s,2021-07-07,2021-07-08,2021-07-19,1,-0.08797047958422777,0,0.09318181818181819,0.01991650212245356
cl1s,2021-07-08,2021-07-09,2021-07-19,1,-0.10993746460917686,0,0.09220779220779222,0.019748293432883375
cl1s,2021-07-09,2021-07-12,2021-07-19,1,-0.10374882616663728,0,0.09090909090909093,0.01973926540503901
cl1s,2021-07-12,2021-07-13,2021-07-19,1,-0.11914919747860697,0,0.09090909090909091,0.019584857670929486
cl1s,2021-07-13,2021-07-14,2021-07-19,1,-0.09057197353690549,0,0.09090909090909091,0.019470256993289987
cl1s,2021-07-14,2021-07-15,2021-07-19,1,-0.07307395697157304,0,0.0909090909090909,0.019778226124756937
cl1s,2021-07-15,2021-07-16,2021-07-19,1,-0.07559249773653232,0,0.09090909090909091,0.019778840097575467
cl1s,2021-07-16,2021-07-19,2021-07-22,1,0.08047157590284382,1,0.2935606060606061,0.019582157364074537
cl1s,2021-07-19,2021-07-20,2021-07-28,1,0.07439492074206067,1,0.26326530612244897,0.022225778278416868
cl1s,2021-07-20,2021-07-21,2021-08-04,1,-0.0310606407765035,0,0.17388495343040797,0.022071271093590663
cl1s,2021-07-21,2021-07-22,2021-08-05,1,-0.04000533447639487,0,0.15368293322838777,0.022717576646449442
cl1s,2021-07-22,2021-07-23,2021-08-06,1,-0.054020971264185924,0,0.14105667060212515,0.02268353644336374
cl1s,2021-07-23,2021-07-26,2021-08-09,1,-0.07851418648046549,0,0.12843040797586253,0.02245784082382699
cl1s,2021-07-26,2021-07-27,2021-08-09,1,-0.0748920037995382,0,0.12127344877344877,0.02224234616882325
cl1s,2021-07-27,2021-07-28,2021-08-09,1,-0.08516701800430271,0,0.11622975789642455,0.02203482100555373
cl1s,2021-07-28,2021-07-29,2021-08-04,1,-0.07720556953536972,0,0.11397546897546898,0.021847544836905205
cl1s,2021-07-29,2021-07-30,2021-08-04,1,-0.08167803099438142,0,0.10675505050505052,0.02172980773324705
cl1s,2021-07-30,2021-08-02,2021-08-09,1,-0.06943400970169344,0,0.10589225589225588,0.02151574231301219
cl1s,2021-08-02,2021-08-03,2021-08-17,1,-0.05809735097730728,0,0.1146169487078578,0.022004231458442304
cl1s,2021-08-03,2021-08-04,2021-08-18,1,-0.040525299386859004,0,0.11379050242686604,0.02184400211963622
cl1s,2021-08-04,2021-08-05,2021-08-19,1,-0.08079706894327421,0,0.11379050242686604,0.02220905157631975
cl1s,2021-08-05,2021-08-06,2021-08-20,1,-0.09065396616179511,0,0.1150531286894923,0.022064204927318778
cl1s,2021-08-06,2021-08-09,2021-08-23,1,-0.009142856778046049,0,0.12010363373999738,0.02191658559917196
cl1s,2021-08-09,2021-08-10,2021-08-20,1,-0.09080041141621686,0,0.11592913259579928,0.02203367608267272
cl1s,2021-08-10,2021-08-11,2021-08-19,1,-0.08311021179214251,0,0.1073850752422181,0.022134287508867877
cl1s,2021-08-11,2021-08-12,2021-08-19,1,-0.08079706894327421,0,0.10147306397306399,0.021993551387648327
cl1s,2021-08-12,2021-08-13,2021-08-19,1,-0.07134451563231625,0,0.09676767676767677,0.021779294242388315
cl1s,2021-08-13,2021-08-16,2021-08-20,1,-0.07604870562757782,0,0.09954545454545456,0.02161047023292852
cl1s,2021-08-16,2021-08-17,2021-08-31,1,0.03204071172881395,1,0.13121474485110848,0.021536239879860006
cl1s,2021-08-17,2021-08-18,2021-09-01,1,0.05053392018934133,1,0.13305129214220124,0.02137660997924832
cl1s,2021-08-18,2021-08-19,2021-08-25,1,0.07374795215534746,1,0.14318181818181816,0.021300964007783637
cl1s,2021-08-19,2021-08-20,2021-08-24,1,0.08333011066006923,1,0.15277777777777776,0.02140766807190527
cl1s,2021-08-20,2021-08-23,2021-09-07,1,0.04045629710579135,1,0.1326151121605667,0.02139454463962704
cl1s,2021-08-23,2021-08-24,2021-09-08,1,0.025724891222250523,1,0.1257280598189689,0.022587403568985604
cl1s,2021-08-24,2021-08-25,2021-09-09,1,-0.0032234458857933745,0,0.11884100747737109,0.022719619528858093
cl1s,2021-08-25,2021-08-26,2021-09-10,1,0.03354551069294631,1,0.11195395513577332,0.022552274837556275
cl1s,2021-08-26,2021-08-27,2021-09-13,1,0.024571967335481837,1,0.10506690279417552,0.022420345018973026
cl1s,2021-08-27,2021-08-30,2021-09-14,1,0.01789981210606495,1,0.10034435261707988,0.02235603223837282
cl1s,2021-08-30,2021-08-31,2021-09-15,1,0.05826890850336497,1,0.09724517906336089,0.022149749908240337
cl1s,2021-08-31,2021-09-01,2021-09-16,1,0.05750876979633057,1,0.09540863177226813,0.021985369539241906
cl1s,2021-09-01,2021-09-02,2021-09-17,1,0.029674286966447472,1,0.09357208448117539,0.021766791390223326
cl1s,2021-09-02,2021-09-03,2021-09-20,1,0.01605632175156968,1,0.09173553719008264,0.02172291644316412
cl1s,2021-09-03,2021-09-07,2021-09-21,1,0.03469296486621243,1,0.09090909090909091,0.021563046388006536
cl1s,2021-09-07,2021-09-08,2021-09-22,1,0.0452742387301428,1,0.09090909090909091,0.021444897011875717
cl1s,2021-09-08,2021-09-09,2021-09-23,1,0.07685986927222288,1,0.09090909090909091,0.02131233158580479
cl1s,2021-09-09,2021-09-10,2021-09-24,1,0.06317123849882567,1,0.09090909090909091,0.021245364728468538
cl1s,2021-09-10,2021-09-13,2021-09-27,1,0.07243061908356418,1,0.09090909090909091,0.02126757606328675
cl1s,2021-09-13,2021-09-14,2021-09-27,1,0.07228868469857419,1,0.09090909090909091,0.021097924392911447
cl1s,2021-09-14,2021-09-15,2021-09-29,1,0.03397989316776595,1,0.09584481175390266,0.02088842450818296
cl1s,2021-09-15,2021-09-16,2021-09-30,1,0.03609618488901356,1,0.09768135904499542,0.02107469631859838
cl1s,2021-09-16,2021-09-17,2021-10-01,1,0.054990156290025016,1,0.09951790633608816,0.0208655677375108
cl1s,2021-09-17,2021-09-20,2021-09-27,1,0.072976940268485,1,0.09090909090909093,0.02069864986579706
cl1s,2021-09-20,2021-09-21,2021-09-27,1,0.0679993294861192,1,0.09090909090909091,0.020792436837519607
cl1s,2021-09-21,2021-09-22,2021-10-04,1,0.07196965378023679,1,0.10367564534231202,0.020593240798459703
cl1s,2021-09-22,2021-09-23,2021-10-05,1,0.07400077467640243,1,0.10592031425364759,0.020648783104946652
cl1s,2021-09-23,2021-09-24,2021-10-08,1,0.07007366054882747,1,0.11248852157943068,0.020526784554775135
cl1s,2021-09-24,2021-09-27,2021-10-11,1,0.06503541583298089,1,0.11721107175652629,0.02034946277061226
cl1s,2021-09-27,2021-09-28,2021-10-11,1,0.06715827699550658,1,0.11984126984126983,0.02029999807576464
cl1s,2021-09-28,2021-09-29,2021-10-11,1,0.07328672673221037,1,0.11926807760141094,0.02010736912029548
cl1s,2021-09-29,2021-09-30,2021-10-11,1,0.07061756716200218,1,0.1202876984126984,0.019941196649260078
cl1s,2021-09-30,2021-10-01,2021-10-14,1,0.06911586490464217,1,0.1851190476190476,0.01974298854700298
cl1s,2021-10-01,2021-10-04,2021-10-18,1,0.057769870126456624,1,0.24909812409812407,0.019589340068275975
cl1s,2021-10-04,2021-10-05,2021-10-19,1,0.05017277325729541,1,0.3299062049062049,0.01960501298127009
cl1s,2021-11-03,2021-11-04,2021-11-09,1,0.06556102840936306,1,0.7083333333333334,0.017844650240027293
cl1s,2021-11-05,2021-11-08,2021-11-19,1,-0.06321121752978831,0,0.22873015873015873,0.01837039875811244
cl1s,2021-11-08,2021-11-09,2021-11-17,1,-0.06896757951240007,0,0.22159863945578231,0.01820601072216964
cl1s,2021-11-09,2021-11-10,2021-11-24,1,-0.024231081026537815,0,0.15963531418076873,0.01834518521661478
cl1s,2021-11-10,2021-11-11,2021-11-26,1,-0.16728509567840666,0,0.13759674668765579,0.018879595767908083
cl1s,2021-11-11,2021-11-12,2021-11-26,1,-0.157431586100103,0,0.12635642135642133,0.018692213877157617
cl1s,2021-11-12,2021-11-15,2021-11-26,1,-0.15854496529441997,0,0.11817380150713484,0.018582150509577334
cl1s,2021-11-15,2021-11-16,2021-11-26,1,-0.1570601836399832,0,0.11211219336219336,0.018397573808860066
cl1s,2021-11-16,2021-11-17,2021-11-26,1,-0.1292117315996828,0,0.10772005772005773,0.01822059677534624
cl1s,2021-11-17,2021-11-18,2021-11-26,1,-0.14024031228425704,0,0.10484006734006734,0.018511198571496797
cl1s,2021-11-18,2021-11-19,2021-11-26,1,-0.10823239690378728,0,0.10080808080808082,0.018378341100027448
cl1s,2021-11-19,2021-11-22,2021-11-26,1,-0.11884222855664328,0,0.09823232323232323,0.018787811712681207
cl1s,2021-11-22,2021-11-23,2021-11-26,1,-0.14138746687630332,0,0.09393939393939395,0.01865195461740276
cl1s,2021-11-23,2021-11-24,2021-11-26,1,-0.13998521004095998,0,0.09090909090909091,0.01871223817505336
cl1s,2021-11-24,2021-11-26,2021-12-08,1,0.059942502224363814,1,0.21486291486291487,0.018530137045423507
cl1s,2021-11-26,2021-11-29,2021-12-13,1,0.01897536420566892,1,0.20703463203463202,0.0269827192929148
cl1s,2021-11-29,2021-11-30,2021-12-08,1,0.08927535795691055,1,0.19183673469387755,0.02699117348756106
cl1s,2021-11-30,2021-12-01,2021-12-07,1,0.09424204807486225,1,0.1769047619047619,0.027789867491381876
cl1s,2021-12-01,2021-12-02,2021-12-16,1,0.08451290841412273,1,0.13910533910533912,0.027532082568702654
cl1s,2021-12-02,2021-12-03,2021-12-08,1,0.08806726364215267,1,0.13988095238095238,0.027352741113476586
cl1s,2021-12-03,2021-12-06,2021-12-20,1,-0.009776989803058633,0,0.12312737767283223,0.027081723141236563
cl1s,2021-12-06,2021-12-07,2021-12-21,1,-0.010024160476139965,0,0.11840482749573657,0.02769223683335502
cl1s,2021-12-07,2021-12-08,2021-12-22,1,0.00848026440774774,1,0.11530565394201756,0.02790350821755809
cl1s,2021-12-08,2021-12-09,2021-12-23,1,0.042356342289574744,1,0.11220648038829856,0.027632862695066016
cl1s,2021-12-09,2021-12-10,2021-12-27,1,0.055954699712916334,1,0.10531942804670077,0.027497402081647224
cl1s,2021-12-10,2021-12-13,2021-12-28,1,0.06668165331277986,1,0.10142332415059689,0.02726492341070931
cl1s,2021-12-13,2021-12-14,2021-12-29,1,0.08217250668203535,1,0.0991505968778696,0.02700297072000049
cl1s,2021-12-14,2021-12-15,2021-12-30,1,0.08579590131240611,1,0.09687786960514234,0.026755134100946175
cl1s,2021-12-15,2021-12-16,2021-12-31,1,0.041536915589130974,1,0.09687786960514234,0.026491164516617045
cl1s,2021-12-16,2021-12-17,2021-12-30,1,0.084947124849307,1,0.09494949494949495,0.026396768939308334
cl1s,2021-12-17,2021-12-20,2021-12-27,1,0.09662108222968069,1,0.09090909090909091,0.026283682027858624
cl1s,2021-12-20,2021-12-21,2022-01-05,1,0.09041530711749424,1,0.09788797061524335,0.0263561752502942
cl1s,2021-12-21,2021-12-22,2022-01-06,1,0.08808739652395081,1,0.09788797061524335,0.026601598502852295
cl1s,2021-12-22,2021-12-23,2022-01-07,1,0.06695800697537013,1,0.09788797061524335,0.02653435128766618
cl1s,2021-12-23,2021-12-27,2022-01-10,1,0.034593826537150374,1,0.09788797061524335,0.026342087162532016
cl1s,2021-12-27,2021-12-28,2022-01-11,1,0.06669137431353533,1,0.09788797061524335,0.026284666562184148
cl1s,2021-12-28,2021-12-29,2022-01-12,1,0.07641907786348456,1,0.09706152433425162,0.0260307262761332
cl1s,2021-12-29,2021-12-30,2022-01-13,1,0.06450604893091327,1,0.09807162534435263,0.025788263404082374
cl1s,2021-12-30,2021-12-31,2022-01-12,1,0.09420962397728116,1,0.09640852974186308,0.025539307104629747
cl1s,2021-12-31,2022-01-03,2022-01-12,1,0.08270840681113034,1,0.09457070707070707,0.02551903200549696
cl1s,2022-01-03,2022-01-04,2022-01-14,1,0.08488026839172846,1,0.09640852974186309,0.025310015633036937
cl1s,2022-01-04,2022-01-05,2022-01-18,1,0.09197261768289922,1,0.09764309764309766,0.025104938895060144
cl1s,2022-01-05,2022-01-06,2022-01-19,1,0.08287251814895091,1,0.1034151034151034,0.02489407647099961
cl1s,2022-01-06,2022-01-07,2022-01-18,1,0.07857528816186532,1,0.09956709956709957,0.024791126758733517
cl1s,2022-01-07,2022-01-10,2022-01-18,1,0.08710331046821862,1,0.101010101010101,0.024575459789664154
cl1s,2022-01-10,2022-01-11,2022-01-26,1,0.07886877648518498,1,0.1116260002623639,0.02437195624445116
cl1s,2022-01-11,2022-01-12,2022-01-27,1,0.05302871950518062,1,0.11162600026236387,0.024654358598908598
cl1s,2022-01-12,2022-01-13,2022-01-28,1,0.061762680079345156,1,0.11162600026236387,0.02450223784758966
cl1s,2022-01-13,2022-01-14,2022-01-31,1,0.056591359550535625,1,0.10978945297127113,0.024288982437621474
cl1s,2022-01-14,2022-01-18,2022-02-01,1,0.03895770915674168,1,0.10795290568017837,0.024181368462248932
cl1s,2022-01-18,2022-01-19,2022-02-02,1,0.02826799732371077,1,0.10611635838908566,0.02404054322638532
cl1s,2022-01-19,2022-01-20,2022-02-03,1,0.05370417897186108,1,0.10139380821199002,0.02383097628936387
cl1s,2022-01-20,2022-01-21,2022-02-04,1,0.08085551734269503,1,0.09850780532598714,0.023608643770306227
cl1s,2022-01-21,2022-01-24,2022-02-03,1,0.08023658927576616,1,0.0941638608305275,0.023398815744525518
cl1s,2022-01-24,2022-01-25,2022-02-04,1,0.07546719487368803,1,0.0941638608305275,0.02341876973758447
cl1s,2022-01-25,2022-01-26,2022-02-09,1,0.026101702161999363,1,0.10691328873147055,0.023444808773982338
cl1s,2022-01-26,2022-01-27,2022-02-10,1,0.03706016496954945,1,0.11380034107306834,0.0233397998167824
cl1s,2022-01-27,2022-01-28,2022-02-11,1,0.06983717423891544,1,0.12068739341466615,0.023164954350234964
cl1s,2022-01-28,2022-01-31,2022-02-14,1,0.07966740260268956,1,0.13060474878656697,0.02293454961726247
cl1s,2022-01-31,2022-02-01,2022-02-14,1,0.07910034844668745,1,0.13457431457431457,0.02277168569677329
cl1s,2022-02-01,2022-02-02,2022-02-14,1,0.07842030778454623,1,0.13942600609267275,0.0225479632899899
cl1s,2022-02-02,2022-02-03,2022-02-17,1,0.017857708431625152,1,0.2042962088416634,0.022326137800286354
cl1s,2022-02-10,2022-02-11,2022-02-28,1,0.04816195058284345,1,0.2223304473304473,0.02170725652215189
cl1s,2022-02-15,2022-02-16,2022-03-01,1,0.11876262750416844,1,0.18778659611992946,0.02244553888736304
cl1s,2022-02-16,2022-02-17,2022-03-01,1,0.138447653153686,1,0.16959325396825398,0.022315124462498094
cl1s,2022-02-17,2022-02-18,2022-03-01,1,0.13656138367540693,1,0.15810657596371883,0.022331483606065256
cl1s,2022-02-18,2022-02-22,2022-03-01,1,0.11789183168337436,1,0.1427910052910053,0.022109924072280837
cl1s,2022-02-22,2022-02-23,2022-03-01,1,0.11582672583334519,1,0.13134920634920638,0.02199858660177028
cl1s,2022-02-23,2022-02-24,2022-03-01,1,0.10814727656572298,1,0.12251984126984126,0.02178047000404513
cl1s,2022-02-24,2022-02-25,2022-03-01,1,0.12137957358746831,1,0.11574074074074074,0.021572240645891555
cl1s,2022-02-25,2022-02-28,2022-03-01,1,0.07727440607199698,1,0.1111111111111111,0.021484811054426668
cl1s,2022-02-28,2022-03-01,2022-03-04,1,0.11212608929450862,1,0.6527777777777778,0.022031898145021222
cl1s,2022-03-03,2022-03-04,2022-03-10,1,-0.08720000304703923,0,0.9,0.025571921053077554
cl1s,2022-03-14,2022-03-15,2022-03-21,-1,-0.146660863307841,0,0.9,0.03362567878112302
cl1s,2022-03-18,2022-03-21,2022-04-04,-1,0.06276385464916068,1,0.2571428571428572,0.035575750229752734
cl1s,2022-03-21,2022-03-22,2022-04-05,-1,0.0692413040633637,1,0.241991341991342,0.03622232705828151
cl1s,2022-03-22,2022-03-23,2022-03-31,-1,0.1363569739906545,1,0.19693877551020406,0.035899962481707966
cl1s,2022-03-23,2022-03-24,2022-04-01,-1,0.12368657631213775,1,0.177891156462585,0.03610470665300222
cl1s,2022-03-24,2022-03-25,2022-03-31,-1,0.12735459716473363,1,0.15904761904761902,0.03597337361372377
cl1s,2022-03-25,2022-03-28,2022-04-11,-1,0.11668652476884178,1,0.30714285714285716,0.03563429068812413
cl1s,2022-03-28,2022-03-29,2022-04-12,-1,0.03554367502812816,1,0.3829004329004329,0.03692879378425731
cl1s,2022-04-13,2022-04-14,2022-04-29,-1,0.0160139868376028,1,0.5075757575757576,0.037813948679730876
cl1s,2022-04-14,2022-04-18,2022-05-02,-1,0.02293549182349386,1,0.4393939393939394,0.037558450064684425
cl1s,2022-04-27,2022-04-28,2022-05-12,1,0.007281700296603688,1,0.18362521317066774,0.036237736018651004
cl1s,2022-04-28,2022-04-29,2022-05-13,1,0.053921416679004075,1,0.16158664567755476,0.03612052119781619
cl1s,2022-04-29,2022-05-02,2022-05-16,1,0.08237320865352205,1,0.14712383576019938,0.03578475763021978
cl1s,2022-05-02,2022-05-03,2022-05-17,1,0.08918755717012994,1,0.13348747212383574,0.03542962569810546
cl1s,2022-05-03,2022-05-04,2022-05-18,1,0.01389303927102592,1,0.11985110848747213,0.035317126643533155
cl1s,2022-05-04,2022-05-05,2022-05-19,1,0.03600498587818812,1,0.11076019939656306,0.03563798836252445
cl1s,2022-05-05,2022-05-06,2022-05-20,1,0.025696179980589928,1,0.10469959333595696,0.03528365527864877
cl1s,2022-05-06,2022-05-09,2022-05-23,1,0.0885717290000847,1,0.10080348943985308,0.03496452810825595
cl1s,2022-05-09,2022-05-10,2022-05-16,1,0.13518399580076634,1,0.09676767676767677,0.03583520233143681
cl1s,2022-05-10,2022-05-11,2022-05-25,1,0.06383724052972628,1,0.09669421487603304,0.03581383300270607
cl1s,2022-05-11,2022-05-12,2022-05-26,1,0.09338371444630056,1,0.09586776859504131,0.0363307085440894
cl1s,2022-05-12,2022-05-13,2022-05-27,1,0.06167648145825444,1,0.09586776859504133,0.035969780175191264
cl1s,2022-05-13,2022-05-16,2022-05-31,1,0.025168002606053896,1,0.09586776859504133,0.03600149642120757
cl1s,2022-05-16,2022-05-17,2022-06-01,1,0.050079386321203234,1,0.09586776859504133,0.035885762073945046
cl1s,2022-05-17,2022-05-18,2022-06-02,1,0.08785960955995886,1,0.09504132231404959,0.035682679784636094
cl1s,2022-05-18,2022-05-19,2022-06-03,1,0.07855059350455695,1,0.09421487603305785,0.03553399519682511
cl1s,2022-05-19,2022-05-20,2022-06-06,1,0.07189037439770596,1,0.09338842975206613,0.03533286047442763
cl1s,2022-05-20,2022-05-23,2022-06-07,1,0.07944968927009688,1,0.09256198347107439,0.034981294185602176
cl1s,2022-05-23,2022-05-24,2022-06-08,1,0.10653501022379652,1,0.09173553719008264,0.03463618279057265
cl1s,2022-05-24,2022-05-25,2022-06-09,1,0.09652068924617252,1,0.09090909090909091,0.034309788847045025
cl1s,2022-05-25,2022-05-26,2022-06-10,1,0.05607193634268581,1,0.09090909090909091,0.03396952203166692
cl1s,2022-05-26,2022-05-27,2022-06-13,1,0.04967122703090876,1,0.09090909090909091,0.03389919836855592
cl1s,2022-05-27,2022-05-31,2022-06-14,1,0.036476646597770834,1,0.09090909090909091,0.03356862750409016
cl1s,2022-05-31,2022-06-01,2022-06-15,1,0.003699538465419483,1,0.09090909090909091,0.03325042730709542
cl1s,2022-06-01,2022-06-02,2022-06-16,1,0.008747498417110311,1,0.09173553719008266,0.03292018129563168
cl1s,2022-06-02,2022-06-03,2022-06-17,1,-0.07328580641143212,0,0.09357208448117539,0.03262355171970707
cl1s,2022-06-03,2022-06-06,2022-06-21,1,-0.05609975688346491,0,0.09667125803489439,0.03235050547239388
cl1s,2022-06-06,2022-06-07,2022-06-22,1,-0.09462698480701492,0,0.10139380821199002,0.03204492223497044
cl1s,2022-06-07,2022-06-08,2022-06-22,1,-0.11698631306404872,0,0.10244227994227995,0.03173008352026413
cl1s,2022-06-08,2022-06-09,2022-06-22,1,-0.1120605991776169,0,0.10372374539041204,0.031518079391774444
cl1s,2022-06-09,2022-06-10,2022-06-22,1,-0.1051235821885168,0,0.1053255772005772,0.031232202322504232
cl1s,2022-06-10,2022-06-13,2022-06-22,1,-0.10727590106542051,0,0.10738507524221808,0.03096134433281103
cl1s,2022-06-13,2022-06-14,2022-06-23,1,-0.108845373435289,0,0.16582663368377654,0.03065443403286798
cl1s,2022-06-14,2022-06-15,2022-06-30,1,-0.0670115858462661,0,0.5518070313524859,0.030487554294100598
ho1s,2020-01-21,2020-01-22,2020-01-27,1,-0.0688851751728034,0,0.75,0.015529481992843428
ho1s,2020-01-23,2020-01-24,2020-01-30,1,-0.05647473193043112,0,0.8,0.015366971376679073
ho1s,2020-01-31,2020-02-03,2020-02-06,1,0.05397049105891255,1,0.5416666666666666,0.016603538531390967
ho1s,2020-02-03,2020-02-04,2020-02-12,1,0.05634083032637449,1,0.4523809523809524,0.016910376292952983
ho1s,2020-02-04,2020-02-05,2020-02-20,1,0.031231969107780755,1,0.6969696969696969,0.016775218633115242
ho1s,2020-03-09,2020-03-10,2020-03-16,1,-0.17751672647235056,0,1.0,0.03166803488979375
ho1s,2020-04-15,2020-04-16,2020-04-21,-1,0.2637707260596223,1,0.625,0.03879073900456469
ho1s,2020-04-16,2020-04-17,2020-04-21,-1,0.2742827574330854,1,0.5,0.03889378886732981
ho1s,2020-04-21,2020-04-22,2020-05-06,1,0.05065476185413942,1,1.0,0.04723344118371221
ho1s,2020-05-18,2020-05-19,2020-06-03,-1,-0.0436739254392865,0,0.5909090909090909,0.05205177440204669
ho1s,2020-05-20,2020-05-21,2020-06-05,-1,-0.10926948585574428,0,0.5909090909090909,0.05127229124990913
ho1s,2020-07-01,2020-07-02,2020-07-17,-1,0.009795201267012478,1,0.7727272727272727,0.04343189759232137
ho1s,2020-07-10,2020-07-13,2020-07-27,-1,-0.025098790875022797,0,0.7727272727272727,0.04114496482008509
ho1s,2020-09-08,2020-09-09,2020-09-23,1,-0.0011781297412059855,0,0.893939393939394,0.031334952617482405
ho1s,2020-09-21,2020-09-22,2020-10-06,1,0.0693174437834576,1,0.22485569985569986,0.030324024958032013
ho1s,2020-09-22,2020-09-23,2020-10-07,1,0.03774695607586881,1,0.19076479076479078,0.030044001170790275
ho1s,2020-09-23,2020-09-24,2020-10-08,1,0.05685751402298583,1,0.17344877344877344,0.029778482191378918
ho1s,2020-09-24,2020-09-25,2020-10-09,1,0.05158884855831354,1,0.16132756132756132,0.029513028820215784
ho1s,2020-09-25,2020-09-28,2020-10-12,1,0.009639252077419835,1,0.16132756132756132,0.029240226336284016
ho1s,2020-09-29,2020-09-30,2020-10-14,1,0.03437879079751824,1,0.18556998556998555,0.028935633596056595
ho1s,2020-09-30,2020-10-01,2020-10-15,1,0.055077236769781934,1,0.21587301587301583,0.029042113583326767
ho1s,2020-10-01,2020-10-02,2020-10-08,1,0.0943042302666689,1,0.12301587301587302,0.02892811448514243
ho1s,2020-10-02,2020-10-05,2020-10-19,1,0.021646998396285394,1,0.37334054834054836,0.029046042415071
ho1s,2020-10-23,2020-10-26,2020-11-09,1,0.07578477762666717,1,0.32878787878787885,0.027776887887991354
ho1s,2020-10-26,2020-10-27,2020-11-10,1,0.07758398166094858,1,0.32878787878787885,0.027735808457371836
ho1s,2020-10-27,2020-10-28,2020-11-09,1,0.08881369529022227,1,0.2351851851851852,0.027751186918578283
ho1s,2020-10-29,2020-10-30,2020-11-09,1,0.11373313757669819,1,0.20714285714285713,0.027919128299593133
ho1s,2020-10-30,2020-11-02,2020-11-09,1,0.08971233428331478,1,0.19999999999999998,0.027641811373088295
ho1s,2020-12-18,2020-12-21,2021-01-06,-1,-0.03317651739148024,0,0.5151515151515151,0.023538830966369766
ho1s,2020-12-21,2020-12-22,2021-01-07,-1,-0.05005877023362319,0,0.46969696969696967,0.023616094395248224
ho1s,2021-01-04,2021-01-05,2021-01-20,1,0.05226721352938958,1,0.8333333333333333,0.02228125286842539
ho1s,2021-06-17,2021-06-18,2021-07-02,1,0.03863853725519362,1,0.7727272727272727,0.016974215086512808
ho1s,2021-06-28,2021-06-29,2021-07-14,1,0.008903528032027208,1,0.34848484848484845,0.016258877599056025
ho1s,2021-06-29,2021-06-30,2021-07-15,1,-0.0074041259378099245,0,0.3333333333333333,0.01609721717036158
ho1s,2021-07-07,2021-07-08,2021-07-19,1,-0.06588508447400604,0,0.3333333333333333,0.016315620827274595
ho1s,2021-07-08,2021-07-09,2021-07-19,1,-0.08216386276645987,0,0.3333333333333333,0.01625930607669384
ho1s,2021-11-03,2021-11-04,2021-11-18,1,-0.009435214571779649,0,0.3242424242424242,0.015892044765969796
ho1s,2021-11-04,2021-11-05,2021-11-19,1,-0.06833569711935583,0,0.2515151515151515,0.015844262450542816
ho1s,2021-11-05,2021-11-08,2021-11-19,1,-0.07300793976261044,0,0.2266666666666667,0.0159016732368733
ho1s,2021-11-08,2021-11-09,2021-11-17,1,-0.059001203127755364,0,0.21904761904761907,0.01574819400692994
ho1s,2021-11-12,2021-11-15,2021-11-26,1,-0.13455818541077796,0,0.27037037037037037,0.015882033816243417
ho1s,2021-11-15,2021-11-16,2021-11-19,1,-0.0582261246497644,0,0.18333333333333335,0.0157322120192854
ho1s,2021-11-18,2021-11-19,2021-11-26,1,-0.08991686346660926,0,0.33999999999999997,0.01591927489268438
ho1s,2021-11-22,2021-11-23,2021-11-26,1,-0.13056746838646,0,0.3333333333333333,0.016695482406201386
ho1s,2021-11-26,2021-11-29,2021-12-13,1,0.038626119578066165,1,0.3212121212121212,0.02463057834121598
ho1s,2021-11-29,2021-11-30,2021-12-08,1,0.09308826574081075,1,0.2547619047619048,0.02471481217173337
ho1s,2021-11-30,2021-12-01,2021-12-08,1,0.08496717521992675,1,0.21388888888888888,0.025125685091274583
ho1s,2021-12-01,2021-12-02,2021-12-16,1,0.07459346236234854,1,0.22575757575757577,0.024914628360290243
ho1s,2021-12-02,2021-12-03,2021-12-17,1,0.05628699998917058,1,0.22121212121212122,0.02474684209372666
ho1s,2021-12-03,2021-12-06,2021-12-20,1,0.0008286895778012449,1,0.22121212121212122,0.02450102564032212
